month,day,hour,min,Visibility,Windspeed,Press_mm_hg,RH_out,T7,RH_2,lights
0.0,0.0,0.17391304347826086,0.8,0.609375,0.1,0.4370370388888887,0.5307017543421053,0.08285714285714274,0.46438848920863307,0.0
0.0,0.0,0.17391304347826086,1.0,0.609375,0.1,0.43518518333333134,0.5285087719736842,0.07257142857142895,0.46438848920863307,0.0
0.0,0.0,0.21739130434782608,0.0,0.609375,0.1,0.43333333333333,0.5263157894736842,0.07918367428571482,0.46438848920863307,0.0
0.0,0.0,0.21739130434782608,0.2,0.609375,0.11666666670000002,0.43333333333333,0.5328947368421052,0.08285714285714274,0.46438848920863307,0.0
0.0,0.0,0.21739130434782608,0.4,0.609375,0.1333333333,0.43333333333333,0.5394736842105263,0.08285714285714274,0.46438848920863307,0.0
0.0,0.0,0.21739130434782608,0.6,0.609375,0.15000000000000002,0.43333333333333,0.5460526315789473,0.07642857142857107,0.46438848920863307,0.0
0.0,0.0,0.21739130434782608,0.8,0.609375,0.16666666670000002,0.43333333333333,0.5526315789473684,0.05714285714285694,0.46438848920863307,0.0
0.0,0.0,0.21739130434782608,1.0,0.609375,0.1833333333,0.43333333333333,0.5592105263157895,0.06448979714285752,0.46438848920863307,0.0
0.0,0.0,0.2608695652173913,0.0,0.609375,0.2,0.43333333333333,0.5657894736842105,0.06742857142857162,0.46438848920863307,0.0
0.0,0.0,0.2608695652173913,0.2,0.609375,0.1833333333,0.4342592611111158,0.5635964911842105,0.05714285714285694,0.46382322697841716,0.0
0.0,0.0,0.2608695652173913,0.4,0.609375,0.16666666670000002,0.43518518333333134,0.5614035088157894,0.05714285714285694,0.46043165467625913,0.0
0.0,0.0,0.2608695652173913,0.6,0.609375,0.15000000000000002,0.43611111111111,0.5592105263157895,0.06816326571428633,0.46043165467625913,0.0
0.0,0.0,0.2608695652173913,0.8,0.609375,0.1333333333,0.4370370388888887,0.5570175438157895,0.05714285714285694,0.46043165467625913,0.0
0.0,0.0,0.2608695652173913,1.0,0.609375,0.11666666670000002,0.4379629611110971,0.5548245614473684,0.05714285714285694,0.4590441931654675,0.0
0.0,0.0,0.30434782608695654,0.0,0.609375,0.1,0.43888888888889,0.5526315789473684,0.05714285714285694,0.4584892086330935,0.0
0.0,0.0,0.30434782608695654,0.2,0.609375,0.11666666670000002,0.4407407388888842,0.5328947368421052,0.05714285714285694,0.45719424460431657,0.0
0.0,0.0,0.30434782608695654,0.4,0.609375,0.1333333333,0.44259259444444154,0.513157894736842,0.05714285714285694,0.45719424460431657,0.0
0.0,0.0,0.30434782608695654,0.6,0.609375,0.15000000000000002,0.44444444444444287,0.49342105263157887,0.05714285714285694,0.45565262086330927,0.0
