month,day,hour,min,Visibility,Windspeed,Press_mm_hg,RH_out,T7,RH_2,lights
0.0,0.3333333333333333,0.7391304347826086,0.0,0.953846153846154,0.5,0.09767441860465453,0.8888888888888888,0.2102206736353076,0.6840378666821563,0.42857142857142855
0.0,0.3333333333333333,0.7391304347826086,0.2,0.8948717949230769,0.47619047621428573,0.10000000000000142,0.8888888888888888,0.2102206736353076,0.6821398443748916,0.42857142857142855
0.0,0.3333333333333333,0.7391304347826086,0.4,0.835897435846154,0.4523809523571428,0.10232558139535186,0.8888888888888888,0.2102206736353076,0.6794451214397892,0.42857142857142855
0.0,0.3333333333333333,0.7391304347826086,0.6,0.776923076923077,0.42857142857142855,0.10465116279069875,0.8888888888888888,0.20247773867595797,0.6784140968828543,0.5714285714285714
0.0,0.3333333333333333,0.7391304347826086,0.8,0.7179487179999999,0.4047619047857143,0.10697674418604919,0.8888888888888888,0.2102206736353076,0.6767269659430637,0.5714285714285714
0.0,0.3333333333333333,0.7391304347826086,1.0,0.658974358923077,0.38095238092857137,0.10930232558139608,0.8888888888888888,0.20247773867595797,0.6758834004731684,0.5714285714285714
0.0,0.3333333333333333,0.7826086956521738,0.0,0.6000000000000001,0.3571428571428571,0.11162790697674652,0.8888888888888888,0.20247773867595797,0.6758834004731684,0.7142857142857143
0.0,0.3333333333333333,0.7826086956521738,0.2,0.6000000000000001,0.3690476190714286,0.11317829534884538,0.8865740740277779,0.1986062717770034,0.6758834004731684,0.7142857142857143
0.0,0.3333333333333333,0.7826086956521738,0.4,0.6000000000000001,0.38095238092857137,0.11472868139534498,0.8842592593055556,0.20634920673635304,0.6740088104463384,0.5714285714285714
0.0,0.3333333333333333,0.7826086956521738,0.6,0.6000000000000001,0.39285714285714285,0.11627906976744384,0.8819444444444444,0.2102206736353076,0.6730715155735174,0.5714285714285714
0.0,0.3333333333333333,0.7826086956521738,0.8,0.6000000000000001,0.4047619047857143,0.1178294581395356,0.8796296295833332,0.21573751451800183,0.6730715155735174,1.0
0.0,0.3333333333333333,0.7826086956521738,1.0,0.6000000000000001,0.4166666666428571,0.11937984418604941,0.877314814861111,0.24854819976771214,0.6730715155735174,0.8571428571428571
0.0,0.3333333333333333,0.8260869565217391,0.0,0.6000000000000001,0.42857142857142855,0.12093023255814117,0.875,0.28261711149825786,0.6730715155735174,0.7142857142857143
0.0,0.3333333333333333,0.8260869565217391,0.2,0.6000000000000001,0.42857142857142855,0.12364341162790993,0.8680555555555556,0.29887727409988374,0.6927547098710742,0.5714285714285714
0.0,0.3333333333333333,0.8260869565217391,0.4,0.6000000000000001,0.42857142857142855,0.12635658837208652,0.8611111111111112,0.29887727409988374,0.7133751990414519,0.14285714285714285
0.0,0.3333333333333333,0.8260869565217391,0.6,0.6000000000000001,0.42857142857142855,0.12906976744186238,0.8541666666666667,0.29036004645760727,0.739338269802355,0.14285714285714285
0.0,0.3333333333333333,0.8260869565217391,0.8,0.6000000000000001,0.42857142857142855,0.13178294651163114,0.8472222222222221,0.275261324041812,0.7524603991466006,0.14285714285714285
0.0,0.3333333333333333,0.8260869565217391,1.0,0.6000000000000001,0.42857142857142855,0.13449612325580773,0.8402777777777777,0.26829268292682906,0.7477739245013078,0.42857142857142855
0.0,0.3333333333333333,0.8695652173913043,0.0,0.6000000000000001,0.42857142857142855,0.1372093023255836,0.8333333333333333,0.2644212160278747,0.7273408941367812,0.42857142857142855
0.0,0.3333333333333333,0.8695652173913043,0.2,0.6000000000000001,0.42857142857142855,0.13798449534883162,0.8310185184722223,0.25667828106852486,0.7188115100349026,0.5714285714285714
0.0,0.3333333333333333,0.8695652173913043,0.4,0.6000000000000001,0.42857142857142855,0.13875969069768246,0.82870370375,0.25667828106852486,0.7102586933714015,0.2857142857142857
0.0,0.3333333333333333,0.8695652173913043,0.6,0.6000000000000001,0.42857142857142855,0.13953488372093048,0.8263888888888888,0.24893534610917545,0.7048458149395735,0.5714285714285714
0.0,0.3333333333333333,0.8695652173913043,0.8,0.6000000000000001,0.42857142857142855,0.14031007674418206,0.8240740740277779,0.26054974796747965,0.6962227011535811,0.5714285714285714
0.0,0.3333333333333333,0.8695652173913043,1.0,0.6000000000000001,0.42857142857142855,0.1410852720930258,0.8217592593055556,0.275261324041812,0.6889118004144883,0.5714285714285714
0.0,0.3333333333333333,0.9130434782608695,0.0,0.6000000000000001,0.42857142857142855,0.14186046511628092,0.8194444444444444,0.2864885795586525,0.6831943012122608,0.42857142857142855
0.0,0.3333333333333333,0.9130434782608695,0.2,0.6000000000000001,0.42857142857142855,0.14341085348837623,0.8217592593055556,0.27874564459930307,0.6831943012122608,0.2857142857142857
0.0,0.3333333333333333,0.9130434782608695,0.4,0.6000000000000001,0.42857142857142855,0.1449612395348865,0.8240740740277779,0.29036004645760727,0.6924735213811093,0.42857142857142855
0.0,0.3333333333333333,0.9130434782608695,0.6,0.6000000000000001,0.42857142857142855,0.14651162790697825,0.8263888888888888,0.29036004645760727,0.6945355702137903,0.2857142857142857
0.0,0.3333333333333333,0.9130434782608695,0.8,0.6000000000000001,0.42857142857142855,0.1480620162790771,0.82870370375,0.29036004645760727,0.6916299559112138,0.2857142857142857
0.0,0.3333333333333333,0.9130434782608695,1.0,0.6000000000000001,0.42857142857142855,0.1496124023255767,0.8310185184722223,0.2874564459930311,0.6880682349445932,0.2857142857142857
0.0,0.3333333333333333,0.9565217391304348,0.0,0.6000000000000001,0.42857142857142855,0.15116279069767558,0.8333333333333333,0.27874564459930307,0.6796325802456402,0.2857142857142857
0.0,0.3333333333333333,0.9565217391304348,0.2,0.6000000000000001,0.4404761905,0.1531007744186077,0.8310185184722223,0.27874564459930307,0.671946761613657,0.2857142857142857
0.0,0.3333333333333333,0.9565217391304348,0.4,0.6000000000000001,0.4523809523571428,0.15503876046511778,0.82870370375,0.27874564459930307,0.6681038521570712,0.2857142857142857
0.0,0.3333333333333333,0.9565217391304348,0.6,0.6000000000000001,0.46428571428571425,0.15697674418604635,0.8263888888888888,0.27874564459930307,0.6607929514179787,0.42857142857142855
0.0,0.3333333333333333,0.9565217391304348,0.8,0.6000000000000001,0.47619047621428573,0.15891472790697847,0.8240740740277779,0.27874564459930307,0.6571375010484324,0.2857142857142857
0.0,0.3333333333333333,0.9565217391304348,1.0,0.6000000000000001,0.4880952380714285,0.1608527139534921,0.8217592593055556,0.26829268292682906,0.6533883212759606,0.2857142857142857
0.0,0.3333333333333333,1.0,0.0,0.6000000000000001,0.5,0.16279069767442067,0.8194444444444444,0.26829268292682906,0.6502952478863446,0.2857142857142857
0.0,0.3333333333333333,1.0,0.2,0.5538461538461539,0.4880952380714285,0.16511627906976756,0.8310185184722223,0.26829268292682906,0.6502952478863446,0.2857142857142857
0.0,0.3333333333333333,1.0,0.4,0.5076923076923077,0.47619047621428573,0.167441860465118,0.8425925926388889,0.26829268292682906,0.6533883212759606,0.14285714285714285
0.0,0.3333333333333333,1.0,0.6,0.46153846153846156,0.46428571428571425,0.16976744186046844,0.8541666666666667,0.26829268292682906,0.6550754522157511,0.2857142857142857
0.0,0.3333333333333333,1.0,0.8,0.4153846153846154,0.4523809523571428,0.17209302325581888,0.8657407406944444,0.26829268292682906,0.6574655543804544,0.2857142857142857
0.0,0.3333333333333333,1.0,1.0,0.36923076923076925,0.4404761905,0.1744186046511622,0.877314814861111,0.26829268292682906,0.6559190176856464,0.2857142857142857
